Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0UJUZy6F5M4RxVEZCJrS6t,"Deserve (feat. Travis Scott)","Antares","Kris Wu,Travis Scott",2018-11-02,182837,40,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:31:47Z,"chinese hip hop,chinese idol pop,rap,slap house","Universal Music Ltd",0.677,0.697,5,-5.63,0,0.0321,0.0198,0,0.144,0.61,134,4
4CeBNMk8Zo22V9p8LTcD8E,"Tourist (feat. Travis Scott & Lil Wayne)","Major Key","DJ Khaled,Travis Scott,Lil Wayne",2016-08-05,273969,33,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:31:52Z,"hip hop,miami hip hop,pop rap,rap,slap house,new orleans rap,trap","Epic/We The Best",0.693,0.533,9,-6.421,1,0.0366,0.347,0,0.287,0.238,120.018,4
6gWo0JYLA6Dnw40WIx1MTl,"Mile High (feat. Travis Scott & Metro Boomin)","Assume Form","James Blake,Travis Scott,Metro Boomin",2019-01-18,193600,37,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:31:55Z,"art pop,indie soul,indietronica,uk alternative pop,rap,slap house","Polydor Records",0.754,0.37,6,-9.854,0,0.12,0.403,0.0000622,0.107,0.228,114.941,4
4RN1ktx9y5b8Rx5XEMRN5p,"Wavy (Remix) [feat. Travis Scott]","Trapped On Cleveland 3 (Deluxe)","Lil Keed,Travis Scott",2020-10-30,240640,26,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:31:58Z,"melodic rap,trap,rap,slap house","300 Entertainment",0.887,0.48,8,-7.775,1,0.403,0.0717,0,0.108,0.357,75.985,4
2YvyKtXIEpQoLYtuUNp7Lg,"Ghosttown","Unknown Memory","Yung Lean,Travis Scott",2014-10-23,309880,0,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:32:02Z,"cloud rap,psychedelic hip hop,underground hip hop,rap,slap house","YEAR0001",0.529,0.529,5,-9.035,0,0.0808,0.074,0.0000552,0.0921,0.145,126.762,4
2okC0OWtgS86P2LC18IzHy,"Bake Sale (feat. Travis Scott)","Khalifa","Wiz Khalifa,Travis Scott",2016-02-05,238530,44,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:32:10Z,"hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap,slap house","Rostrum/Atlantic",0.855,0.522,3,-5.54,1,0.226,0.196,0,0.1,0.355,139.917,4
5lBzjMCr2QRoNlleZq6l7P,"Heavy Camp (feat. Travis Scott)","223","Blac Youngsta,Travis Scott",2018-02-27,194590,38,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:32:13Z,"memphis hip hop,southern hip hop,trap,rap,slap house","Epic/CMG",0.726,0.576,11,-10.365,1,0.134,0.0531,0,0.0713,0.129,159.12,4
78IL8sfyGkrI6LgmFbx8JR,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)","Fast & Furious 8: The Album","Lil Uzi Vert,Quavo,Travis Scott",2017-04-14,217560,38,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:34:32Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap,atl hip hop,slap house","Artist Partner",0.734,0.785,8,-2.819,0,0.0772,0.0229,0,0.259,0.726,88.511,4
3tnJIJVNuVziKgY38J2HZP,"The Blinding feat. Travis Scott","A Written Testimony","Jay Electronica,Travis Scott",2020-03-13,168379,40,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:34:35Z,"alternative hip hop,conscious hip hop,drumless hip hop,hip hop,psychedelic hip hop,rap,slap house","Roc Nation, LLC",0.448,0.492,1,-9.736,1,0.474,0.0111,0,0.382,0.552,163.806,4
6wqk7PP4Sfde7yEcivSZEh,"Let It Fly (feat. Travis Scott)","Tha Carter V (Deluxe)","Lil Wayne,Travis Scott",2020-09-25,186872,30,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:34:41Z,"hip hop,new orleans rap,pop rap,rap,trap,slap house","Young Money Records, Inc.",0.902,0.819,1,-3.321,1,0.316,0.041,0,0.106,0.745,89,4
3T3la6mcfhrTKS884NKeyC,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer Essentials","Major Lazer,Travis Scott,Camila Cabello,Quavo",2018-10-19,225849,36,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:34:44Z,"dance pop,edm,electro house,moombahton,pop,pop dance,rap,slap house,atl hip hop,melodic rap,trap","Third Pardee Records",0.738,0.814,7,-4.414,0,0.0999,0.132,0.00000964,0.126,0.483,119.041,4
3IFyxYZ0RRPDCkQ1y8GSME,"White Girls","Up For Days","Belly,Travis Scott",2015-11-20,271773,37,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:34:48Z,"canadian hip hop,canadian trap,rap,slap house","Belly/Roc Nation",0.618,0.574,9,-7.134,0,0.0658,0.152,0,0.264,0.385,112.886,4
2nBI3iWLhupR7LyAJ5GGkE,"Champions","Champions","Kanye West,Gucci Mane,Big Sean,2 Chainz,Travis Scott,Yo Gotti,Quavo,Desiigner",2016-06-10,334253,62,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:34:52Z,"chicago rap,hip hop,rap,atl hip hop,dirty south rap,pop rap,southern hip hop,trap,detroit hip hop,r&b,slap house,gangster rap,memphis hip hop,tennessee hip hop,melodic rap,viral trap","Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",0.692,0.774,6,-2.48,0,0.0876,0.0623,0,0.873,0.349,134.952,4
0P4SiTpHMr5thEKGtsGWqi,"Turks (with Gunna & ft. Travis Scott)","Good Intentions (Brown Boy 2 Deluxe Version)","NAV,Gunna,Travis Scott",2020-05-11,161319,32,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:34:57Z,"canadian hip hop,canadian trap,melodic rap,rap,trap,atl hip hop,slap house","Republic Records",0.894,0.618,7,-4.356,0,0.129,0.0808,0,0.558,0.379,119.1,4
7kRVWQ1G4o8w3ubfNW2ZHB,"Wavy (Remix) [feat. Travis Scott]","Trapped On Cleveland 3","Lil Keed,Travis Scott",2020-08-07,240640,47,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:35:01Z,"melodic rap,trap,rap,slap house","300 Entertainment",0.887,0.48,8,-7.775,1,0.403,0.0717,0,0.108,0.357,75.985,4
0NXPhjI07GdAm4mF5CSuzA,"Fish N Grits (feat. Travis Scott)","Shine","Wale,Travis Scott",2017-04-28,177826,32,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:35:04Z,"pop rap,r&b,rap,southern hip hop,trap,slap house","MMG/Atlantic",0.894,0.54,4,-6.766,0,0.151,0.0344,0,0.11,0.24,135.05,4
6Z4rmc0uujCpl8yXe3yjgI,"Whip (feat. Travis Scott)","Rap Or Go To The League","2 Chainz,Travis Scott",2019-03-01,226600,38,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:35:09Z,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,slap house","Gamebread, LLC / Def Jam Recordings",0.794,0.398,7,-7.428,1,0.0941,0.12,0,0.124,0.0379,121.949,4
50S4mpD9sR0ITKEfC0O2cb,"waves (feat. Travis Scott) - Remix","Rogue Waves","Miguel,Travis Scott",2016-02-26,200839,38,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:35:34Z,"r&b,urban contemporary,rap,slap house","ByStorm Entertainment/RCA Records",0.628,0.844,11,-2.825,0,0.0744,0.0132,0,0.108,0.367,115.091,4
3k4QmEFuzlnhgxT3qstcir,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Ordinary Man","Post Malone,Ozzy Osbourne,Travis Scott",2020-02-21,229579,43,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:36:32Z,"dfw rap,melodic rap,pop,rap,album rock,alternative metal,birmingham metal,classic rock,glam metal,hard rock,metal,rock,slap house","Epic",0.495,0.809,1,-2.653,0,0.0533,0.101,0,0.138,0.227,139.885,4
4k2l5T9ulYdnlQzlmzSqUI,"Last Time (feat. Travis Scott)","The Return of East Atlanta Santa","Gucci Mane,Travis Scott",2016-12-16,248773,38,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:36:36Z,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap,slap house","Guwop Enterprises/Atlantic",0.774,0.617,5,-6.285,0,0.0396,0.0512,0,0.185,0.289,137.824,4
5ALc7rbru6QOLGodVSDocc,"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)","JEFFERY","Young Thug,Travis Scott,Gucci Mane,Gunna",2016-08-26,358506,52,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:36:40Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap,slap house,dirty south rap,pop rap,southern hip hop","300 Entertainment/Atl",0.891,0.491,8,-8.874,1,0.118,0.339,0,0.296,0.806,133.984,4
3wAI7MIQtTgwcRmwchPZBc,"Go Legend (& Metro Boomin)","Double Or Nothing (& Metro Boomin)","Big Sean,Metro Boomin,Travis Scott",2017-12-08,268946,49,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:36:45Z,"detroit hip hop,hip hop,pop rap,r&b,rap,southern hip hop,trap,slap house","Republic/MB/Big Sean",0.656,0.564,1,-8.925,0,0.0883,0.0167,0.00000148,0.165,0.251,150.012,4
4cbdPT6uaBOgOQe3fLMofl,"Power is Power (feat. The Weeknd & Travis Scott)","For The Throne (Music Inspired by the HBO Series Game of Thrones)","SZA,The Weeknd,Travis Scott,Game of Thrones",2019-04-26,211266,59,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:36:48Z,"pop,r&b,rap,canadian contemporary r&b,canadian pop,slap house","Columbia",0.507,0.644,4,-7.485,1,0.0641,0.00413,0,0.217,0.172,179.913,4
3zKxgW0eUAw1v4m7eZcrns,"THE PLAN","Tenet (Original Motion Picture Soundtrack) [Deluxe Edition]","Travis Scott",2020-09-02,185850,41,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:36:52Z,"rap,slap house","WaterTower Music",0.39,0.45,6,-10.558,0,0.0367,0.107,0.000265,0.117,0.0362,79.682,3
0XqrIEnDoHvodUzGRmyKYQ,"Buss It (feat. Travis Scott)","Buss It (feat. Travis Scott)","Erica Banks,Travis Scott",2021-02-11,188962,42,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:36:56Z,"trap queen,rap,slap house","1501 Certified Ent/Warner Records",0.898,0.529,9,-5.428,1,0.2,0.0699,0,0.536,0.8,110.032,4
6zoVcMjzn2HvibCe14C8HN,"JUS KNOW (feat. Travis Scott)","COLOURS","PARTYNEXTDOOR,Travis Scott",2021-01-29,261002,0,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:36:59Z,"r&b,rap,urban contemporary,slap house","OVO Sound/Warner Records",0.298,0.565,7,-6.224,0,0.0518,0.289,0.00000434,0.1,0.181,89.921,4
0lSZh5W0wDeurkGzLYY6hf,"Turks (feat. Travis Scott)","Turks","NAV,Gunna,Travis Scott",2020-03-27,161377,58,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:03Z,"canadian hip hop,canadian trap,melodic rap,rap,trap,atl hip hop,slap house","Republic Records",0.893,0.618,7,-4.425,0,0.112,0.0827,0,0.542,0.389,119.099,4
6WSBZroxQaO3FYEpT2ACFH,"Baptized In Fire","Passion, Pain & Demon Slayin'","Kid Cudi,Travis Scott",2016-12-16,285520,52,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:09Z,"hip hop,ohio hip hop,pop rap,rap,slap house","Wicked Awesome/Kid Cudi",0.673,0.611,4,-8.385,0,0.191,0.606,0.0179,0.116,0.754,152.059,4
3WRIaWsws011vHMd9uzPjG,"First Off (feat. Travis Scott)","Future Hndrxx Presents: The WIZRD","Future,Travis Scott",2019-01-18,228366,58,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:13Z,"atl hip hop,hip hop,rap,southern hip hop,trap,slap house","Epic/Freebandz",0.734,0.683,1,-6.105,1,0.0776,0.013,0,0.28,0.445,162.038,4
0JYAsQJWIuaYUvZGF1qapT,"RERUN (feat. Travis Scott)","QUAVO HUNCHO","Quavo,Travis Scott",2018-10-12,236947,50,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:16Z,"atl hip hop,melodic rap,rap,trap,slap house","Quality Control Music/Motown Records/Capitol Records",0.684,0.791,5,-4.435,1,0.309,0.0939,0,0.359,0.529,153.992,4
6nO3tr47nr2P7f3hXb8JIo,"Champion (feat. Travis Scott)","RECKLESS","NAV,Travis Scott",2018-05-18,195053,63,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:20Z,"canadian hip hop,canadian trap,melodic rap,rap,trap,slap house","Republic Records",0.643,0.782,5,-3.395,0,0.0476,0.384,0,0.108,0.393,162.006,4
3RZftiuTcLOqpsd8ZlwNhr,"Hop Off A Jet (feat. Travis Scott)","So Much Fun (Deluxe)","Young Thug,Travis Scott",2019-12-20,174066,51,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:23Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap,slap house","300 Entertainment/Atl",0.823,0.476,7,-8.951,1,0.242,0.0115,0,0.213,0.353,144.998,4
4ea9w8c4ROqiZpJVhfBA3m,"Hot (Remix) [feat. Gunna and Travis Scott]","So Much Fun (Deluxe)","Young Thug,Travis Scott,Gunna",2019-12-20,279906,71,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:27Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap,slap house","300 Entertainment/Atl",0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,4
1oUudyBYVGMIC8JXeIsFzq,"CLOSE (feat. Travis Scott) - From SR3MM","SR3MM","Rae Sremmurd,Swae Lee,Slim Jxmmi,Travis Scott",2018-05-04,193510,52,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:31Z,"melodic rap,mississippi hip hop,pop rap,rap,trap,slap house","Mike WiLL Made-It",0.692,0.736,0,-4.993,1,0.0322,0.103,0,0.111,0.0395,140.029,4
7pMRoGLEJuFM2wl5pt0R99,"Legacy (feat. Travis Scott & 21 Savage)","FATHER OF 4","Offset,Travis Scott,21 Savage",2019-02-22,244941,58,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:35Z,"atl hip hop,hip hop,pop rap,rap,trap,slap house","Quality Control Music/Motown Records",0.844,0.513,1,-8.769,1,0.336,0.178,0,0.0845,0.344,128.085,4
7IMwEtpAiJanqF6vQteZN2,"Turks (with Gunna & ft. Travis Scott)","Good Intentions","NAV,Gunna,Travis Scott",2020-05-08,161319,63,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:43Z,"canadian hip hop,canadian trap,melodic rap,rap,trap,atl hip hop,slap house","Republic Records",0.894,0.618,7,-4.356,0,0.129,0.0808,0,0.558,0.379,119.1,4
6lp18gsiq2Q4pptuLC6pXv,"TOP FLOOR (feat. Travis Scott)","WUNNA (Deluxe)","Gunna,Travis Scott",2020-07-24,169906,44,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:47Z,"atl hip hop,melodic rap,rap,trap,slap house","300 Entertainment",0.823,0.504,8,-8.65,0,0.16,0.206,0,0.417,0.481,112.985,4
1nX9KhK3Fff27SnrIor2Yb,"4 AM","Pretty Girls Like Trap Music","2 Chainz,Travis Scott",2017-06-16,255560,58,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:50Z,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,slap house","2Chainz PS/Def Jam",0.796,0.5,6,-7.21,0,0.423,0.121,0,0.155,0.227,75.012,4
5n2nd6UMABqqeUCyCf4Nbb,"On Everything (feat. Travis Scott, Rick Ross & Big Sean)","Grateful","DJ Khaled,Travis Scott,Rick Ross,Big Sean",2017-06-22,233293,34,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:53Z,"hip hop,miami hip hop,pop rap,rap,slap house,dirty south rap,gangster rap,southern hip hop,trap,detroit hip hop,r&b","Epic/We The Best",0.542,0.755,1,-3.68,1,0.0614,0.0232,0,0.225,0.267,168.22,4
0FBWSrWmslTXl0bQq7IOgh,"It's Secured (feat. Nas & Travis Scott)","Grateful","DJ Khaled,Nas,Travis Scott",2017-06-22,219093,32,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:37:57Z,"hip hop,miami hip hop,pop rap,rap,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,queens hip hop,slap house","Epic/We The Best",0.511,0.852,5,-2.886,0,0.301,0.0397,0,0.665,0.601,162.038,4
1YsFOm6hFKqSLgu9RTpQB8,"Down for Life (feat. PARTYNEXTDOOR, Future, Travis Scott, Rick Ross & Kodak Black)","Grateful","DJ Khaled,PARTYNEXTDOOR,Future,Travis Scott,Rick Ross,Kodak Black",2017-06-22,300280,31,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:38:00Z,"hip hop,miami hip hop,pop rap,rap,r&b,urban contemporary,atl hip hop,southern hip hop,trap,slap house,dirty south rap,gangster rap,florida drill,florida rap,melodic rap,trap latino","Epic/We The Best",0.611,0.786,1,-2.417,1,0.272,0.342,0,0.0877,0.66,139.911,4
58wSQNRC9QE70EkDF2BEtm,"Jump","Jungle Rules","French Montana,Travis Scott",2017-07-14,221837,35,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:38:03Z,"hip hop,pop rap,rap,southern hip hop,trap,slap house","Bad Boy Entertainment/Epic Records",0.784,0.494,0,-5.76,1,0.0409,0.0375,0,0.102,0.175,111.979,4
0CBQ0m3mufWH75LTYB3s6h,"Let It Fly (feat. Travis Scott)","Tha Carter V","Lil Wayne,Travis Scott",2018-09-28,186872,53,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:38:10Z,"hip hop,new orleans rap,pop rap,rap,trap,slap house","Young Money Records, Inc.",0.902,0.819,1,-3.321,1,0.316,0.041,0,0.106,0.745,89,4
3aaRK3htdVkK2pqOI64FEb,"Bless Em (Takeoff feat. Travis Scott)","Quality Control: Control The Streets Volume 2","Quality Control,Takeoff,Travis Scott",2019-08-16,180446,51,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:38:15Z,"melodic rap,trap,atl hip hop,rap,slap house","Quality Control Music/Motown Records",0.808,0.907,0,-4.027,0,0.0865,0.0592,0,0.139,0.721,158.994,4
204U3zjm9kkzX25Pr4Rdld,"Kelly Price (feat. Travis Scott)","Culture","Migos,Travis Scott",2017-04-07,363934,0,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:38:20Z,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,slap house","Quality Control Music",0.745,0.686,4,-5.7,0,0.0313,0.528,0,0.176,0.437,121.978,4
4apiNNK0jp9uqn3JDG9My1,"Dark Knight Dummo","LIFE'S A TRIP","Trippie Redd,Travis Scott",2018-08-10,256161,2,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:38:24Z,"melodic rap,rap,trap,slap house","TenThousand Projects, LLC",0.28,0.822,8,-2.864,0,0.112,0.165,0,0.139,0.255,181.434,3
3s4mrPrEFFPF0LmAfutW0n,"The London (feat. J. Cole & Travis Scott)","So Much Fun","Young Thug,J. Cole,Travis Scott",2019-08-16,200186,65,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:38:29Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap,conscious hip hop,north carolina hip hop,slap house","300 Entertainment/Atl",0.784,0.517,4,-8.981,0,0.209,0.0249,0.00000144,0.155,0.206,97.991,4
6ImxYXeLDQPIv4qo7bMhSk,"Company","If You're Reading This It's Too Late","Drake,Travis Scott",2015-02-12,252640,59,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:38:36Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,slap house","Cash Money Records/Young Money Ent./Universal Rec.",0.651,0.55,7,-8.215,1,0.0496,0.0403,0,0.165,0.119,107.567,4
56urRCfhQX5H3tfGt6q3uU,"Oh Me Oh My","Encore","DJ Snake,Travis Scott,Migos,GASHI",2016-08-05,256320,40,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:41:48Z,"dance pop,edm,electronic trap,pop,pop dance,rap,slap house,atl hip hop,hip hop,pop rap,southern hip hop,trap,deep underground hip hop","DJ Snake Def Jam",0.673,0.652,0,-4.245,1,0.0589,0.0314,0,0.158,0.0395,119.96,4
0FZ4Dmg8jJJAPJnvBIzD9z,"ZEZE (feat. Travis Scott & Offset)","Dying to Live","Kodak Black,Offset,Travis Scott",2018-12-14,228759,74,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:41:53Z,"florida drill,florida rap,melodic rap,miami hip hop,rap,trap,trap latino,atl hip hop,hip hop,pop rap,slap house","Atlantic Records",0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,4
4kfeRwpq5KUaqTkgi4TbDF,"Solitaires (feat. Travis Scott)","High Off Life","Future,Travis Scott",2020-05-15,205666,60,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:41:56Z,"atl hip hop,hip hop,rap,southern hip hop,trap,slap house","Epic/Freebandz",0.691,0.632,1,-7.598,1,0.0513,0.122,0,0.0646,0.488,169.982,4
5u6vkDnOyaf8LsteDAj2ub,"Ghostface Killers (feat. Travis Scott)","Without Warning","21 Savage,Offset,Metro Boomin,Travis Scott",2017-10-30,268933,67,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:00Z,"atl hip hop,hip hop,rap,pop rap,trap,slap house","Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",0.782,0.435,2,-7.033,1,0.156,0.333,0.0000131,0.342,0.242,82.996,4
2KokOIKdw4zZutDil85Ugh,"White Sand","Culture II","Migos,Travis Scott,Ty Dolla $ign,Big Sean",2018-01-26,202834,48,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:04Z,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,slap house,r&b,trap soul,detroit hip hop","Quality Control Music, LLC",0.827,0.591,5,-7.504,0,0.0745,0.0307,0,0.274,0.402,142.112,4
4VLTxHOyFX5FRtkpsFm5Pc,"Lithuania (feat. Travis Scott)","Detroit 2","Big Sean,Travis Scott",2020-09-04,199250,48,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:07Z,"detroit hip hop,hip hop,pop rap,r&b,rap,southern hip hop,trap,slap house","Getting Out Our Dreams, Inc./Def Jam Recordings",0.676,0.82,7,-5.217,1,0.0554,0.0493,0,0.615,0.618,152.028,4
5cXg9IQS34FzLVdHhp7hu7,"Big Shot (with Travis Scott)","Black Panther The Album Music From And Inspired By","Kendrick Lamar,Travis Scott",2018-02-09,221826,59,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:10Z,"conscious hip hop,hip hop,rap,west coast rap,slap house","Black Panther (TDE/DMG) PS",0.855,0.478,1,-9.116,1,0.193,0.00759,0,0.101,0.283,130.018,4
3K6U7TamNyVSWcFH8pCQHX,"Love Hurts (feat. Travis Scott)","Die Lit","Playboi Carti,Travis Scott",2018-05-11,180560,65,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:20Z,"atl hip hop,plugg,pluggnb,rage rap,rap,slap house","AWGE Label",0.724,0.45,4,-5.763,0,0.0497,0.0315,0.0000142,0.111,0.464,140.978,4
6LyAwkJsHlW7RQ8S1cYAtM,"Overdue (with Travis Scott)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin,Travis Scott",2018-11-06,166093,77,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:24Z,"rap,slap house","Republic Records",0.634,0.401,11,-11.212,0,0.0446,0.731,0.000132,0.334,0.494,150.174,4
22ykS8KWpd2r4zcRZ0XMK5,"Dreamcatcher (feat. Swae Lee & Travis Scott)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin,Swae Lee,Travis Scott",2018-11-06,211920,63,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:27Z,"rap,melodic rap,trap,slap house","Republic Records",0.674,0.23,1,-10.363,0,0.203,0.191,0,0.104,0.102,173.963,4
42k9e2hgl98IdgkXLg4pxs,"No More (feat. Travis Scott, Kodak Black & 21 Savage)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin,Travis Scott,Kodak Black,21 Savage",2018-11-06,265120,57,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:31Z,"rap,slap house,florida drill,florida rap,melodic rap,miami hip hop,trap,trap latino,atl hip hop,hip hop","Republic Records",0.636,0.501,11,-7.26,0,0.329,0.413,0,0.339,0.196,82.309,4
4RGacGFT2ztXhGgzeaYzIR,"Up To Something (feat. Travis Scott & Young Thug)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin,Travis Scott,Young Thug",2018-11-06,184360,53,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:34Z,"rap,slap house,atl hip hop,atl trap,gangster rap,hip hop,melodic rap,trap","Republic Records",0.799,0.617,1,-8.809,1,0.157,0.322,0,0.134,0.667,114.014,4
4cEqoGTqPRZy76Yl3ymj3V,"Only 1 (Interlude) (with Travis Scott)","NOT ALL HEROES WEAR CAPES (Deluxe)","Metro Boomin,Travis Scott",2018-11-06,80466,60,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:38Z,"rap,slap house","Republic Records",0.317,0.239,1,-12.036,0,0.0331,0.744,0,0.169,0.391,78.254,3
1PnAx788sAvcI3ZxTlEyX8,"Second Emotion (feat. Travis Scott)","Changes","Justin Bieber,Travis Scott",2020-02-14,202720,54,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:42Z,"canadian pop,pop,rap,slap house","RBMG/Def Jam",0.797,0.777,11,-6.112,0,0.0569,0.0273,0.0000287,0.095,0.961,141.97,4
2bjwRfXMk4uRgOD9IBYl9h,"Portland","More Life","Drake,Quavo,Travis Scott",2017-03-18,236614,68,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:45Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,atl hip hop,melodic rap,trap,slap house","Cash Money Records/Young Money Ent./Universal Rec.",0.925,0.443,1,-8.216,1,0.264,0.0172,0,0.276,0.35,136.078,4
13QU8HBEBaSTZGq1HzQe9S,"Euphoria (feat. Travis Scott & Kaash Paige)","Heaven Or Hell","Don Toliver,Kaash Paige,Travis Scott",2020-03-13,216004,60,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:48Z,"rap,contemporary r&b,slap house","We Run It Ent./Cactus Jack/Atlantic",0.584,0.306,9,-8.401,0,0.0271,0.52,0,0.12,0.096,70.022,4
5L9WFUodzACitS1TiGm7Mi,"No Sense","Purpose (Deluxe)","Justin Bieber,Travis Scott",2015-11-13,275040,61,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:52Z,"canadian pop,pop,rap,slap house","RBMG/Def Jam",0.636,0.499,2,-6.795,0,0.0309,0.0474,0,0.108,0.362,133.956,4
0q75NwOoFiARAVp4EXU4Bs,"Love Galore (feat. Travis Scott)","Ctrl","SZA,Travis Scott",2017-06-09,275080,77,9gawsqi088oaqvjoj72n0mhab,2023-10-01T00:42:55Z,"pop,r&b,rap,slap house","Top Dawg Entertainment/RCA Records",0.795,0.594,0,-6.2,1,0.0748,0.112,0,0.162,0.409,135.002,4
